id,name,wnsynsetkey,main_wnsynsetkey,main_category,super_category,floorplanner-category-tags,hasReceptacles,hasMultipleObjects,foundIn,support,dims,aligned.dims
0a7dfea65225824943c9626dea9ec8ddf572a2df,,person.n.01,person.n.01,person,animate_object,"People,People & Animals",,False,,,,"0.6449266374111176,1.7189302323386073,0.3259178251028061"
0a7f7ec9057c97eea4beb54338ed5c5fca2e85f7,"Earth Bamboo 250x300, Blackberry",rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"2.500000238418579,0.01800000007278868,3.0"
0a81a2080691d1f953a26cf727587a1faa880681,ST GERMAIN ARM CHAIR,chair.n.01,chair.n.01,chair,seating_furniture,,True,False,,,,"0.804879367351532,0.9077994823455622,0.6994369626045227"
0a81e29003808e8326597cfb492180d87f553ed2,Kids Football Shape Stool,soccer_ball.n.01,,,,,,False,,,,"0.21985158324241638,0.21985158894676715,0.21985159069299698"
0a8476cf260729fdb8806cf436754f842d4a96b7,"Professional JLBIHD105 Chimney Cooker Hood, Stainless Steel",range_hood.n.01,range_hood.n.01,range_hood,large_kitchen_appliance,"Cooker hoods,Kitchen,Electrical,Kitchen appliances",,False,kitchen,,,"1.0,0.8799965083599092,0.5000018822029232"
0a892cb5045b2146965605c8173c4a8387d1f58b,La Cage 18'' Flushmount,ceiling_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Ceiling lighting,Lighting,Indoor lighting",,False,,top,,"0.48121705651283264,0.3076392570619646,0.48121705651283264"
0a8b64354743c9e3f3390f5a1bde2a475628dc56,26'' LCD TV,television_receiver.n.01,television_receiver.n.01,tv,display,"TVs,Home entertainment",,False,,,,"0.5999998450279236,0.46000035131220246,0.20999931544065475"
0a8da9f2277da456229761757b76833aa3bc7ee8,Caye Caulker 4 Piece Sunbed W/Canopy,,,,,"Garden furniture,Garden & Outdoor",,False,patio,,,"2.038081407546997,1.4205290079116824,2.0230945348739624"
0a8e7bbd5591568d1777d9e0235e545e9b9849d2,"Solapa Coffee Hign Table, Walnut",coffee_table.n.01,table.n.02,table,support_furniture,"Coffee tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"1.2001500129699707,0.36195004029841094,0.6032499969005585"
0a94ff593269059be09cda3efc946bd655feba61,Cushion--Tiger 40 x 40,throw_pillow.n.01,cushion.n.03,cushion,decor,"Cushions,Bedroom,Living room,Accessories,Cushions,bean bags & Throws",,False,"bedroom,living room",,,"0.44999997317790985,0.34798956383019686,0.3718249052762985"
0a9cbe043deabb9971a124ea7bdd0f1d242152c9,Palmer Storage Nightstand,nightstand.n.01,chest_of_drawers.n.01,chest_of_drawers,storage_furniture,"Bedside tables,Bedroom,Bedroom furniture,Furniture types,__ARTICULATABLE",True,False,bedroom,,,"0.48259997367858887,0.7113329302951783,0.42565691471099854"
0a9e33bd8772e0b3030d0a443b990328141c7028,Sweet Dreams,chest_of_drawers.n.01,chest_of_drawers.n.01,chest_of_drawers,storage_furniture,"Kids' dressers & Chests of drawers,Kids' room,Furniture types,Storage,Kids' furniture,Kids' storage,Garage & storage,Kids & baby room,__ARTICULATABLE",True,False,kids room,,,"1.1800000071525574,0.9699554794092649,0.5016273111104965"
0aa11ddd1ef81da0792a85c6979d657190bcab8e,Oceana I,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.7239000201225281,0.9271000027656555,0.04972979053854973"
0aa51401b8230482ad07f13fcc207c9c290623a9,Iris and lilac bowl,pot_plant.n.01,pot_plant.n.01,potted_plant,plant,"Indoor plants & flowers,Living room,Accessories,Decorative & Living accessories,potted_plant",,False,living room,,,"0.25893767178058624,0.38889390230178833,0.2611137181520462"
0aa5adf65e773a0d08aa9147a39b8c325bf32424,Two Drawer Accent Storage Console Table,console_table.n.01,table.n.02,table,support_furniture,"Console tables,Tables,Living room,Furniture types,Living room furniture,__ARTICULATABLE",True,False,living room,,,"1.219062089920044,0.8131183416950023,0.45965903997421265"
0aa9676e3e5844f42b38e3a3b40dc70515fdd84c,"Varsity Loft Bed W/Desk/Chest/Folding Desk, White",bed.n.01,bed.n.01,bed,sleeping_furniture,"Bunk beds,Kids' room,Bedroom,Kids' beds,Beds,Bedroom furniture,Furniture types,Kids' furniture,Beds & Bed accessories,Kids & baby room,__ARTICULATABLE",,True,"bedroom,kids room",,,"2.138903856277466,1.709420726677763,1.9960396885871887"
0aae5e3deaa3889234fd02db6e29e69a7b0e114a,Colette Mirror,wall_mirror.n.01,mirror.n.01,mirror,mirror,"Mirrors,Accessories",,False,,vertical,,"0.9099999964237213,1.0099999904632568,0.0199999995529655"
0ab4c29164cb03cc33de6ac67677765eaee85cc2,DELTA SIDEBOARD 2 DOORS + 1 DRAWER by tvilum,buffet.n.01,buffet.n.01,counter,storage_furniture,"Sideboards,Living room storage,Dining room furniture,Living room,Furniture types,Dining room,Storage,Living room furniture,Garage & storage,__ARTICULATABLE",True,False,"living room,dining room",,,"0.9860000312328339,0.8185492614284158,0.39000003039836884"
0ab58125eccc46a20f9720233e436536571f9f05,"Campbell""s Soup Can, 1965 (green &amp; red) by Andy Warhol",wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.27999988198280334,0.35500016808509827,0.0015116021968425502"
0ab6b3173f6426018145b203a60bdbb7abc88992,Bonito Toilet Brush Holder,"toilet_brush.n.01,toilet_brush_holder.n.01",,,,"Toilet brushes,Accessories,Bathroom,Bathroom accessories",,False,bathroom,,,"0.11402036994695663,0.3650000265533535,0.11402036994695663"
0ac0bc57b0ac6ed9925ae77a5cbe4db447c89e6b,Lema Wardrobe System,armoire.n.01,armoire.n.01,wardrobe,storage_furniture,"Wardrobes,Furniture types,Garage & storage,__ARTICULATABLE",True,False,,,,"2.037000298500061,2.304000294592015,0.611002117395401"
0ac10c43da515b423f56030a71bf652d8ecf5e5f,Large Herb Pot - Apple Green,pot_plant.n.01,pot_plant.n.01,potted_plant,plant,"Garden pots & Planters & Urns,Garden & Outdoor,Gardening,Pots & Planters",,False,"outdoor,garden",,,"0.23237847536802292,0.24130596765260748,0.2702634632587433"
0ace58e8285952837823495def5e1b5238e8030d,Solid Beech Bench,bench.n.01,bench.n.01,bench,seating_furniture,"Outdoor benches,Furniture types,Garden furniture,Garden & Outdoor,Chairs,Outdoor chairs,Chairs & stools",True,False,patio,,,"2.0012295246124268,0.4549606105842656,0.3554558753967285"
0ad1bbf5c903b0fd625404cbfe3da59205741bcd,Slater Queen Panel Bed,double_bed.n.01,bed.n.01,bed,sleeping_furniture,"Queen size beds,Bedroom,Beds,Bedroom furniture,Furniture types,Beds & Bed accessories",,False,bedroom,,,"1.9684600830078125,1.2714785337448122,2.2351646423339844"
0ad49796bb4fb26af55ff2e2ea09e65bc2b371ef,Blue Sails Triptych,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,True,,vertical,,"1.2197760343551636,0.7683500051498413,0.041402000933885824"
0ad51acdea18661070ef36f794d02c9b9054b425,"Revolve Essex Rectangular Coffee Table, Grey Marble and Brushed Stainless Steel",coffee_table.n.01,table.n.02,table,support_furniture,"Coffee tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"1.4478173851966858,0.40640007426243585,0.48259997367858887"
0ad6a69467ede6757b1b8ab7f1dba0cfeabbcf4c,OIL PAINTING by XXXL,wall_art.n.01,wall_art.n.01,picture,decor,"Art prints,Accessories,Art",,False,,vertical,,"1.5,0.5,0.025000000372529196"
0ad85902da0211d4439630d8f217340abdcfff2d,"YOO OH Kitchen 250, EARTH",,,,,"Kitchen cabinets & Cupboards,Kitchen,Furniture types,Built-in kitchen & Kitchen storage,Storage,Garage & storage,__ARTICULATABLE",,True,kitchen,,,"2.378098964691162,2.402531623840332,0.596214771270752"
0adbcb8e57d8b97125b672d7b50a1f7a526aa792,"Plinth Tall Side Table, Nero Marquina",end_table.n.01,table.n.02,table,support_furniture,"Side & End tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"0.30480000376701355,0.5143499970436096,0.30479998886585236"
0adc0be6c1df04c25b44f2eefab26c7fda1c8061,English Rose,plant.n.02,,,,Garden & Outdoor,,False,"outdoor,garden",,,"1.4999995231628418,1.5000005997227468,1.5000005960464478"
0add22cc4b991c0b80e94a36eb72687f44ccb3ba,TOY SINK/STOVE UNIT,plaything.n.01,,,,"Kids' toys,Kids' room,Accessories,Kids' accessories",,False,kids room,,,"0.7800001800060272,0.7700013735231153,0.3500000238418579"
0adf429add0b1ddd95ec48d9f3e644b558e5f355,Alba Television Stand,tv_stand.n.01,stand.n.04,stand,support_furniture,"TV stands & Cabinets,Living room storage,Living room,Furniture types,Home entertainment,Audio visual storage,Storage,Living room furniture,Garage & storage,__ARTICULATABLE",True,False,living room,,,"1.2200000286102295,0.5700002849465489,0.4000000059604645"
0adfe065ebc62034152e68727727a9396d5a3299,Florenza Printed Wall Art,wall_art.n.01,wall_art.n.01,picture,decor,"Art prints,Accessories,Art",,False,,vertical,,"0.8999999761581421,0.6000000238418579,0.02500000037252923"
0ae9ee903346b3fd69b34228a3340662a173b791,Safi Star Small Floor Vase,vase.n.01,vase.n.01,vase,decor,"Vases,Living room,Accessories,Decorative & Living accessories",,False,living room,,,"0.24999947845935822,0.38999924312550976,0.24999947845935822"
0aeaf373287c612147a99985ecb27ff710ec57d4,CONTEMPORARY ART ON CANVAS - 75x110cm,wall_art.n.01,wall_art.n.01,picture,decor,"Textile art & Wall hangings,Living room,Accessories,Art,Decorative & Living accessories",,False,living room,vertical,,"0.8999997973442078,0.599999725818634,0.0010000027250500524"
0aeaf9f7a9abe99658bb779e0ab9422730429285,7ft scorpio 2-in1 pool &amp; air hockey table,air_hockey_table.n.01,table.n.02,table,support_furniture,"Air hockey tables,Living room,Accessories,Indoor games",True,False,living room,,,"2.127384901046753,0.8208818480636637,1.1399997472763062"
0aebf7979e3510654f3c16418145ab973c22a381,Plywood vase medium 26cm,vase.n.01,vase.n.01,vase,decor,"Vases,Living room,Accessories,Decorative & Living accessories",,False,living room,,,"0.2463611736893654,0.25875312089920044,0.0734955482184887"
0aef17830251df8b8bb5cab4fc4b30ed5786f172,"Picadilly, London - Audi Showroom Window, 2007, black wood frame",wall_art.n.01,wall_art.n.01,picture,decor,"Photography,Accessories,Art",,False,,vertical,,"0.6000000238418579,0.5,0.01999999955296533"
0aef41630f1db79dc2900f956617ab4c6d844d83,"Rose Pendant Lamp, White",pendant_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Pendant lights,Ceiling lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,top,,"0.3590403199195862,1.0037879943847656,0.3590403348207474"
0af34cda233e590a19b3448a06ac6cb33be17f2f,Gold Lacquer Coasters,,,,,"Coasters,Kitchen,Accessories,Tableware,Kitchen & Dining accessories,Linens,Kitchen & Table linen,Dining room,Tabletop",,False,"kitchen,dining room",,,"0.10000000149011612,0.039999999105930335,0.10000000149011612"
0af9732417cdf12a734bd3133f493b18cfe03e91,Central Heating,heating_system.n.01,,,,Architecture,,False,,,,"0.44992804527282715,0.3969561681806226,0.7352965474128723"
0afc1dbcdd48092506fb9b0f852002729f62e243,"STOCKHOLM 2017 Two seat sofa, Sandbacha Dark Grey",sofa.n.01,sofa.n.01,couch,seating_furniture,"2 seater sofas,Living room,Sofas,Furniture types,Living room furniture",True,True,living room,,,"1.615399956703186,0.9357870152653334,1.1400850415229797"
0afe20df422562ed4a5405e0ce2d3f0623b2df4f,"Gauss Chair, White Leather",armchair.n.01,chair.n.01,chair,seating_furniture,"Armchairs,Living room,Furniture types,Armchairs & occasional seating,Living room furniture",True,False,living room,,,"0.8759742677211761,0.9598612666595727,0.8572646379470825"
0b031f6bf969d3fea4d35d01034532710ab45285,Abby Cocktail Table,coffee_table.n.01,table.n.02,table,support_furniture,"Coffee tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"1.1938008666038513,0.40132001042366033,0.6985015273094177"
0b035dc81cad90ef2c6f4b34b43ea065fb41497e,"Eames Side Chair, Peacock, Wire Chrome base",chair.n.01,chair.n.01,chair,seating_furniture,"Dining chairs,Dining room furniture,Furniture types,Dining room,Kitchen furniture,Chairs,Kitchen chairs,Chairs & stools",True,False,dining room,,,"0.47599993646144867,0.7958079576492303,0.5376328825950623"
0b05fd5482a51a5a786ff5df9713b07650a62155,Roar Natural Toy Box,toy_box.n.01,,,,"Toy boxes,Kids' room,Furniture types,Accessories,Storage,Kids' furniture,Storage accessories,Kids' storage,Garage & storage,Kids & baby room,__ARTICULATABLE",,False,kids room,,,"0.5801328420639038,0.4843494831466728,0.3894331008195877"
0b0b04bfddf686d7acbfa435e5ee6a8be5335328,Mattel Barbie Cushion Cover - 45x45 cms,throw_pillow.n.01,cushion.n.03,cushion,decor,"Cushions,Bedroom,Living room,Accessories,Cushions,bean bags & Throws",,False,"bedroom,living room",,,"0.49399667978286743,0.4106295667588711,0.2743331491947174"
0b0df80543773a698cd4ddcf76a7c5acfc4a803d,Arteriors # Newberry Small Vase,vase.n.01,vase.n.01,vase,decor,"Vases,Living room,Accessories,Decorative & Living accessories",,False,living room,,,"0.31824134290218353,0.21719703970302362,0.15510628372430801"
0b0e6df6479ffd5c48f58de1330e7f2ab1248620,Picture-Marbled Gold,wall_art.n.01,wall_art.n.01,picture,decor,"Art prints,Accessories,Art",,False,,vertical,,"1.0414000153541565,1.0413999557495117,0.06350000202655826"
0b12f09e39ee47790d55de8e34c868d8bcd217d9,Chalkboard Key Hooks with Small Box Chalk,wall_hook_rack.n.01,,,,"Coat hooks,Living room,Furniture types,Accessories,Decorative & Living accessories,Storage,Storage accessories,Garage & storage",,False,living room,vertical,,"0.48863039910793304,0.1867080181837082,0.031870625913143186"
0b1a4b307cda6395d06d5aa9da58c7969287ea3f,Hayon X Nani Tapestry/Rug,rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"1.1937999725341797,0.012000000020634616,1.2954000234603882"
0b1a85a691efa83b08568ee78025a7c5f1475c3d,Portlligat sunbed,chaise_longue.n.01,chair.n.01,chair,seating_furniture,"Sun loungers,Garden furniture,Garden & Outdoor",True,False,patio,,,"0.6896490156650543,0.950489202310564,1.8247750401496887"
0b1c9431d85186f86b422270c49228738de6e18a,Zoe Ottoman,footstool.n.01,stool.n.01,stool,seating_furniture,"Ottomans & Storage stools,Living room,Furniture types,Armchairs & occasional seating,Living room furniture",True,False,living room,,,"0.8130955696105957,0.471744835289428,0.6012521088123322"
0b2062936888dc1ba22f93760a4d39e8e3a9d8a7,"Blackout Roller Blind - 120x210 cms, Grey",window_shade.n.01,window_blind.n.01,curtain,curtain,"Roller blinds,Accessories,Blinds,Window blinds",,False,,,,"1.224312663078308,2.1077486276626587,0.03925735317989165"
0b24d9529c1cffa05ae9e10ca10929361ff39a3d,w131 bell,pendant_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Pendant lights,Ceiling lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,top,,"0.16837044060230255,1.7100288130468222,0.16837044060230255"
0b25f45b3841dbf2dec82dfbc5d493a397514702,Bamboo Collection Toilet Brush Holder,"toilet_brush.n.01,toilet_brush_holder.n.01",,,,"Toilet brushes,Accessories,Bathroom,Bathroom accessories",,False,bathroom,,,"0.10999999940395355,0.3700004518032074,0.11000000685453415"
0b28920a9c0655a6061b47049d7a50d9c4918840,Oeste Barstool,bar_stool.n.01,stool.n.01,stool,seating_furniture,"Bar stools,Dining room furniture,Furniture types,Dining room,Kitchen furniture,Dining room chairs,Kitchen chairs,Chairs & stools",True,False,dining room,,,"0.48175105452537537,1.0174814191777841,0.5824399292469025"
0b2ac97b3bee40df60c6dbed4490c56c67c12b68,Environments Art and Photo Display - Item # 900561,wall_shelf.n.01,shelf.n.01,shelves,storage_furniture,"Kids' furniture,Kids' room,Furniture types,Kids & baby room",True,False,kids room,vertical,,"1.0160247087478638,0.022549049389049003,0.3622564375400543"
0b2d4ce6a65f1d478890cb3a344e29e19809ce2d,Oriental Light Shade - Natural.,ceiling_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,Lighting,,False,,top,,"0.5274322628974915,1.0575541115831584,0.5274322330951691"
0b2e5dda4ef3386ec6b001496b952db45e614c0d,Eames Soft Pad Chair,swivel_chair.n.01,chair.n.01,chair,seating_furniture,"Office chairs,Office,Home office furniture,Furniture types,Chairs,Chairs & stools",True,False,office,,,"0.6123438477516174,0.8474613774600819,0.550086110830307"
0b3149491c56696278431b941af48821bd8aa69f,"Madison Desk Chair, Pink",swivel_chair.n.01,chair.n.01,chair,seating_furniture,"Desk chairs,Office,Home office furniture,Furniture types,Chairs,Office chairs,Chairs & stools",True,False,office,,,"0.49413610994815826,0.8406828941660933,0.4830573946237564"
0b314c9f8e63327d8c8e0293ecdfe4343dadb5b2,Decorative shelves,,,,,"Shelves,Furniture types,Garage & storage",,False,,vertical,,"0.9788124561309814,0.7115804255008698,0.18015749707410592"
0b3ca372804764c9542e2d637d605c28bbc58b33,,ceiling_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Indoor lighting,Lighting",,False,,top,,"0.5080000162124634,1.350915801045602,0.5079929828643799"
0b3f4a45f141d6239c3ab712988b59d99e58abc0,Florence Corner Left Sofa,sofa.n.01,sofa.n.01,couch,seating_furniture,"Corner sofas,Living room,Sofas,Furniture types,Living room furniture",True,True,living room,,,"3.0157902240753174,0.948798063211143,1.922061800956726"
0b4104839ae511cb6e4beca6603566331847b6a4,Wooden light bulb light,ceiling_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,,,False,,top,,"0.2629096060991287,1.0900278074041125,0.2629096210002899"
0b421c58d423a160fd5538b69789a45a5dc07706,Cyprus 2 Seater Yellow,sofa.n.01,sofa.n.01,couch,seating_furniture,"2 seater sofas,Living room,Sofas,Furniture types,Living room furniture",True,True,living room,,,"1.7740788459777832,0.7783151738396796,1.0152974724769592"
0b42ce8909599f24dd05a085dcfb7f749c20db5c,"Ten Marilyns, 1967 by Andy Warhol",wall_art.n.01,wall_art.n.01,picture,decor,"Posters,Accessories,Art",,False,,vertical,,"1.3472254872322083,0.556364893913269,0.010000009409850586"
0b458bbd4f94efdade07afeb152a5b6cd7f95cd8,Adele Night Stand-Ligth Cream-Gold,nightstand.n.01,chest_of_drawers.n.01,chest_of_drawers,storage_furniture,"Bedside tables,Bedroom,Bedroom furniture,Furniture types,__ARTICULATABLE",True,False,bedroom,,,"0.7601840794086456,0.6598687806501786,0.4891326129436493"
0b464632636e6fcf8e8039d42f82309bbff208bc,"Geometric Pillow, Navy",throw_pillow.n.01,cushion.n.03,cushion,decor,"Cushions,Bedroom,Living room,Accessories,Cushions,bean bags & Throws",,False,"bedroom,living room",,,"0.5083830058574677,0.4575023725628853,0.29231688380241394"
0b50b9a441e4648d0791878bd764a49e87f13803,Marissa Chair,armchair.n.01,chair.n.01,chair,seating_furniture,"Armchairs,Living room,Furniture types,Armchairs & occasional seating,Living room furniture",True,True,living room,,,"1.0194532871246338,0.9565647633862682,0.9960768520832062"
0b51819512f294909819f2514ee47369f068a375,Madhava 39'' X 51'' Wall Mirror,wall_mirror.n.01,mirror.n.01,mirror,mirror,"Wall mirrors,Bedroom,Mirrors,Accessories,Bedroom accessories,Bedroom mirrors,Living room mirrors",,False,bedroom,vertical,,"0.9907728135585785,1.295772671699524,0.05921013245824743"
0b522ff4a86b7059622cf0ae289d9f08b09864b9,"Curtains, short",window_curtain.n.01,window_curtain.n.01,curtain,curtain,"Curtains,Accessories,Curtains & Curtain accessories",,False,,,,"1.160639762878418,2.6538808670593426,0.3850302994251251"
0b59186ccfcbbd9189379ec8c34d02ceea9ae3d8,Blue Pot Plant Candle,pot_plant.n.01,pot_plant.n.01,potted_plant,plant,"Indoor plants & flowers,Living room,Accessories,Decorative & Living accessories,potted_plant",,True,living room,,,"0.139187254011631,0.1105884875297547,0.13918720930814743"
0b5c33dc9b1ff7ac340fd431b272c63926560037,Aria White 60 Inch Tv Stand,tv_stand.n.01,stand.n.04,stand,support_furniture,"TV stands & Cabinets,Living room storage,Living room,Furniture types,Home entertainment,Audio visual storage,Storage,Living room furniture,Garage & storage,__ARTICULATABLE",True,False,living room,,,"1.5239999890327454,0.5841999650001484,0.4604900926351547"
0b66f086c925b3c5b087b2149b23295d74a12fb1,"Sagamore Wood on stand, Large",,,,,"Decorative accessories,Accessories",,False,,,,"0.5332871079444885,0.6376965641975403,0.14567281305789948"
0b69a82ef5fc012cbff5009a7df978b59e880f96,FOUR FOR LUCK CENTER TABLE,coffee_table.n.01,table.n.02,table,support_furniture,"Coffee tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"0.8008525371551514,0.4800004065036774,0.8008525967597961"
0b71bbb575085e5abc3f6d4588cf6932f15c370d,"VIMLE 1-seat section, Grasbo Black Blue",sofa.n.01,sofa.n.01,couch,seating_furniture,"Modular sofas,Living room,Sofas,Furniture types,Living room furniture",True,False,living room,,,"0.7208540737628937,0.7943954345246311,0.9803900718688965"
0b750370480e2a26bfedafd6b5298f28d6074e70,Joseph Metal Bunk Bed,bunk_bed.n.01,bed.n.01,bed,sleeping_furniture,"Bunk beds,Kids' room,Bedroom,Kids' beds,Beds,Bedroom furniture,Furniture types,Kids' furniture,Beds & Bed accessories,Kids & baby room",,False,"bedroom,kids room",,,"1.9996799230575562,1.5225238462982134,0.903691977262497"
0b75ef863b231ca522257a452ea9a567f39d25ee,Eli Star Wall Light,wall_lamp.n.01,wall_lamp.n.01,wall_lamp,lighting,"Wall lighting & Wall lights,Lighting,Indoor lighting",,False,,vertical,,"0.24177229404449463,0.23033521324396133,0.035045821219682735"
0b7929797e918503370485389f8ca49161ca0791,"Loomed Wool Rug, Garnet Red, 7'9 x 9'9",rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"2.3622002601623535,0.019999999552965494,2.9718000888824463"
0b7c3e44a3d3cc591a423333383ebe9ab4d949ca,Orbit Chrome Dual Control Recessed Valve with Twin Stopcock for Fixed Head & Handset,showerhead.n.01,,,,"Shower heads & Hoses,Bathroom,Showers & Shower accessories",,False,bathroom,vertical,,"0.5094867050647736,1.2990903854370117,0.5068941525387345"
0b83d28ab16f9fd98637a700d4bfbee334499dc3,,,,,,,,,,,,"2.5999988317489624,0.48637527227401733,0.8004962503910065"
0b8ab67101875851aa7447520d5807e67fe798f8,Pop Filled Cushion - 45x45 cms,throw_pillow.n.01,cushion.n.03,cushion,decor,"Cushions,Bedroom,Living room,Accessories,Cushions,bean bags & Throws",,False,"bedroom,living room",,,"0.49399667978286743,0.41062955278903246,0.2743331491947174"
0b9c27848a2ee27eac95824d920f09e3cf08adf0,"Philips 7FF2CMI/05 LCD Digital Photo Frame, 7 Inch",picture_frame.n.01,picture_frame.n.01,picture_frame,decor,"Digital photo frames,Accessories,Photo frames & Photo albums",,False,,,,"0.20999903231859207,0.15999993713713598,0.08999990299344063"
0ba1428b4cf741f1ce877519074ac563580a18e2,Traveler's Palm in Clay Pot,pot_plant.n.01,pot_plant.n.01,potted_plant,plant,"Indoor plants & flowers,Living room,Accessories,Decorative & Living accessories,potted_plant",,False,living room,,,"1.948383867740631,2.259641914271924,2.0397889614105225"
0ba2ffcba10f0e803712cb84f583c060efd8daf7,Dark Brown Storage Bench,bench.n.01,bench.n.01,bench,seating_furniture,"Benches,Dining room furniture,Living room,Furniture types,Dining room,Kitchen furniture,Living room furniture,Dining room chairs,Kitchen chairs",True,False,"living room,dining room",,,"1.1675368547439575,0.6861605706136231,0.4319109469652176"
0bb1cdb98fbdfda5b41abaa39aa7f82321e58b72,"Kuhlschrank, Edelstahl Kuhlschrank",refrigerator.n.01,refrigerator.n.01,fridge,large_kitchen_appliance,"Fridges & Freezers,Kitchen,Electrical,Kitchen appliances,__ARTICULATABLE",,False,kitchen,,,"0.6950006186962128,2.1003708536736667,0.8564671277999878"
0bb1fcfe8ccd808eaeb768a06c543b01d54bf5e0,Haceka toiletborstelset Kosmos TEC,"toilet_brush.n.01,toilet_brush_holder.n.01",,,,"Wall mounted toilet brushes,Bathroom,Bathroom fittings & Fixtures",,False,bathroom,vertical,,"0.13812922686338425,0.4623578041791916,0.17566704750061038"
0bb5a94a748e508a281928769d7d716197609c19,House Nameplate Company Letterbox Saturn Black,postbox.n.01,,,,"Post boxes,Garden & Outdoor,Garden accessories",,False,,,,"0.20499999821186066,0.08000002225504232,0.3199998587369919"
0bb625a34e05d6cde6fe76da7535bc5bdc645187,Orange Bubble Wine Glass,glass.n.02,glass.n.02,drinkware,dining_ware,,,False,,,,"0.09191227704286575,0.1500004330013276,0.08999987319111824"
0bbd97c857fc44868f269afc4ef836a89bd2a9e8,Movable fence,,,,,"Fencing,Garden & Outdoor,Garden structures",,False,"outdoor,garden",,,"2.2710198163986206,1.8948298246054345,0.7216054499149323"
0bc0075df6300263a1be7a5363688dd42e091ee2,"YNGVAR Bar stool, Anthracite",bar_stool.n.01,stool.n.01,stool,seating_furniture,"Bar stools,Dining room furniture,Furniture types,Dining room,Kitchen furniture,Dining room chairs,Kitchen chairs,Chairs & stools",True,False,dining room,,,"0.4674501419067383,1.0040649356960785,0.5008134990930557"
0bc4da677e044472f7a703d2ddac90e8cf0ef470,Chesney 2 Piece 133'' Sectional With Right Arm Facing Chaise,sofa.n.01,sofa.n.01,couch,seating_furniture,"Sofas,Living room,Furniture types,Living room furniture",True,True,living room,,,"3.3662831783294678,0.9430934265838005,1.7021318674087524"
0bc890432bfea51af0c022457ea46bcd1b7676c9,FBBC Expression Wall,wall_art.n.01,wall_art.n.01,picture,decor,"Posters,Accessories,Art",,False,,vertical,,"3.352799892425537,2.6416001319885254,0.02539999969303696"
0bcab6efe938e394f70ba755b5a69e54ac0902b2,Luna Table Lamp,table_lamp.n.01,table_lamp.n.01,table_lamp,lighting,"Table lamps,Table lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,,,"0.25936269760131836,0.38373380802571777,0.21471638977527618"
0bcb338131c6c8157b712d649ccf71ccfbd056d2,Welton Design Onyx No3 Scented Candle,candle.n.01,candle.n.01,candle,decor,"Scented & Aromatherapy candles,Living room,Accessories,Candles & Candle holders & Home fragrance,Candles",,False,living room,,,"0.07999999821186066,0.0945987904139507,0.08117008954286575"
0bcc0bc80f610a0cb428012520b7006d7fcb1ce8,"Fence, steel",fence.n.01,,,,Architecture,,False,,,,"1.9995834827423096,1.0000001577627984,0.10030580312013626"
0bd260f8efb1afe4ec095ef6dbe503cd1f127af8,Dream Dresser,chest_of_drawers.n.01,chest_of_drawers.n.01,chest_of_drawers,storage_furniture,"Chests of drawers,Bedroom,Living room storage,Bedroom furniture,Living room,Furniture types,Storage,Living room furniture,Garage & storage,__ARTICULATABLE",True,False,"bedroom,living room",,,"1.0285612344741821,0.8890279961161305,0.48151786625385284"
0bd3fff760626beb3b250521c516ebc696984229,Outdoor Sienna Lounge Chair,armchair.n.01,chair.n.01,chair,seating_furniture,"Garden chairs,Furniture types,Garden furniture,Garden & Outdoor,Chairs,Outdoor chairs,Chairs & stools",True,False,patio,,,"0.7289797961711884,0.7751028667881457,0.807803601026535"
0bd466b7b723f1598b751b362477f750ccc22034,"Chilkoot Loveseat, Smoke",sofa.n.01,sofa.n.01,couch,seating_furniture,"Sofas,Living room,Furniture types,Living room furniture",True,True,living room,,,"1.5533558130264282,0.9426259905449115,0.9953278303146362"
0bd6d843c2deeedeee39e4a37d785eedbc3f4b57,Seagrass picture frames,picture_frame.n.01,picture_frame.n.01,picture_frame,decor,"Photo frames,Accessories,Photo frames & Photo albums",,False,,,,"0.17799947410821915,0.2339999300229607,0.10199971124529839"
